month,day,campaign_number,user_engagement,banner,placement,displays,cost,clicks,revenue,post_click_conversions,post_click_sales_amount,CTR
April,27,camp 3,Medium,728 x 90,ghi,808,0.8109,13,0.6943,0,0.0,1.608910891089109
April,27,camp 3,Medium,728 x 90,jkl,862,0.2208,4,0.2136,0,0.0,0.46403712296983757
April,27,camp 3,Medium,728 x 90,mno,93287,4.8187,265,14.1524,2,34.4332,0.2840695916901605
April,27,camp 3,Medium,728 x 90,,10,0.008,0,0.0,0,0.0,0.0
April,27,camp 3,Medium,800 x 250,mno,7,0.0006,0,0.0,0,0.0,0.0
April,28,camp 1,High,160 x 600,abc,9,0.017,0,0.0,0,0.0,0.0
April,28,camp 1,High,160 x 600,def,22371,25.161,171,32.0,25,1929.6557,0.7643824594340888
April,28,camp 1,High,160 x 600,ghi,14602,27.217,153,29.0,75,2696.4515,1.0478016710039721
April,28,camp 1,High,160 x 600,mno,129798,164.7828,1192,226.0,429,22971.8854,0.918350051618669
April,28,camp 1,High,160 x 600,,2,0.0013,0,0.0,0,0.0,0.0
April,28,camp 1,Low,160 x 600,def,607,0.0819,1,0.1897,0,0.0,0.16474464579901155
April,28,camp 1,Low,160 x 600,ghi,23,0.0315,2,0.3794,0,0.0,8.695652173913043
April,28,camp 1,Low,160 x 600,mno,2028,0.4807,7,1.3282,6,193.1727,0.34516765285996054
April,28,camp 1,Medium,160 x 600,abc,3,0.0045,0,0.0,0,0.0,0.0
April,28,camp 1,Medium,160 x 600,def,3020,1.4235,14,2.6564,0,0.0,0.4635761589403974
April,28,camp 1,Medium,160 x 600,ghi,600,0.9596,4,0.7589,3,51.2308,0.6666666666666667
April,28,camp 1,Medium,160 x 600,mno,17244,10.4872,130,24.6701,10,924.4512,0.7538854094177685
April,28,camp 1,High,240 x 400,def,55773,47.2704,298,56.0,85,5028.1425,0.5343087156868018
April,28,camp 1,High,240 x 400,ghi,347704,349.4229,9567,1815.0,2778,140313.0765,2.7514782688723742
April,28,camp 1,High,240 x 400,jkl,50475,26.4055,479,91.0,137,8929.71,0.9489846458642892
April,28,camp 1,High,240 x 400,mno,168878,362.201,1555,295.0,556,28868.2869,0.9207830504861498
April,28,camp 1,Low,240 x 400,def,1333,0.1652,7,1.3282,0,0.0,0.5251312828207052
April,28,camp 1,Low,240 x 400,ghi,1102,0.9824,15,2.8461,3,52.7487,1.3611615245009074
April,28,camp 1,Low,240 x 400,jkl,350,0.1781,3,0.5692,0,0.0,0.8571428571428572
April,28,camp 1,Low,240 x 400,mno,1577,0.5463,4,0.7589,0,0.0,0.2536461636017755
April,28,camp 1,Medium,240 x 400,def,6819,2.4512,18,3.4153,1,106.2971,0.2639683238011439
April,28,camp 1,Medium,240 x 400,ghi,19481,18.3839,693,131.4959,69,3553.9427,3.557312252964427
April,28,camp 1,Medium,240 x 400,jkl,3864,2.0005,69,13.0923,4,170.932,1.7857142857142856
April,28,camp 1,Medium,240 x 400,mno,18054,18.2768,127,24.1022,10,815.6533,0.703445219895868
April,28,camp 1,High,300 x 250,abc,18,0.0282,0,0.0,0,0.0,0.0
April,28,camp 1,High,300 x 250,def,41821,42.6485,213,40.0,134,10509.2273,0.5093135027856818
April,28,camp 1,High,300 x 250,ghi,53213,38.0157,858,162.0,298,14157.8128,1.6123879503128935
April,28,camp 1,High,300 x 250,jkl,9219,5.4702,41,7.0,27,2122.6401,0.4447337021368912
April,28,camp 1,High,300 x 250,mno,187630,271.0924,1208,229.0,619,40415.0272,0.6438202846026755
April,28,camp 1,Low,300 x 250,def,406,0.1292,4,0.7589,0,0.0,0.9852216748768473
April,28,camp 1,Low,300 x 250,ghi,196,0.1293,10,1.8974,0,0.0,5.1020408163265305
April,28,camp 1,Low,300 x 250,jkl,26,0.0176,0,0.0,0,0.0,0.0
April,28,camp 1,Low,300 x 250,mno,2156,0.4796,7,1.3282,3,373.0498,0.3246753246753247
April,28,camp 1,Medium,300 x 250,abc,8,0.0119,0,0.0,0,0.0,0.0
April,28,camp 1,Medium,300 x 250,def,4681,2.8754,33,6.2636,1,5.7349,0.7049775688955351
April,28,camp 1,Medium,300 x 250,ghi,1939,1.258,72,13.6615,2,252.942,3.7132542547705003
April,28,camp 1,Medium,300 x 250,jkl,797,0.5024,4,0.7589,0,0.0,0.5018820577164366
April,28,camp 1,Medium,300 x 250,mno,22009,14.4782,136,25.8065,13,1481.6657,0.6179290290335772
April,28,camp 1,High,468 x 60,def,886,0.4604,4,0.0,3,89.8165,0.4514672686230248
April,28,camp 1,High,468 x 60,ghi,518,0.2106,0,0.0,0,0.0,0.0
April,28,camp 1,High,468 x 60,jkl,15,0.01,0,0.0,0,0.0,0.0
April,28,camp 1,High,468 x 60,mno,2535,1.6467,7,1.0,3,141.5311,0.27613412228796846
April,28,camp 1,Low,468 x 60,def,18,0.0052,0,0.0,0,0.0,0.0
April,28,camp 1,Low,468 x 60,mno,9,0.0003,0,0.0,0,0.0,0.0
April,28,camp 1,Medium,468 x 60,def,116,0.0343,0,0.0,0,0.0,0.0
April,28,camp 1,Medium,468 x 60,ghi,29,0.0117,1,0.1897,1,50.6887,3.4482758620689653
April,28,camp 1,Medium,468 x 60,jkl,3,0.002,0,0.0,0,0.0,0.0
April,28,camp 1,Medium,468 x 60,mno,276,0.071,1,0.1897,0,0.0,0.36231884057971014
April,28,camp 1,High,580 x 400,mno,44735,124.8567,747,141.0,354,16529.9223,1.6698334637308594
April,28,camp 1,Low,580 x 400,mno,447,0.2011,4,0.7589,0,0.0,0.8948545861297539
April,28,camp 1,Medium,580 x 400,mno,4327,6.1761,73,13.8512,18,1170.909,1.6870811185578922
April,28,camp 1,High,670 x 90,def,5631,11.0826,51,9.0,27,1087.3536,0.9057005860415557
April,28,camp 1,High,670 x 90,ghi,16707,14.6235,143,27.0,58,2513.0306,0.8559286526605614
April,28,camp 1,High,670 x 90,jkl,455,0.3266,9,1.0,5,207.6475,1.9780219780219779
April,28,camp 1,High,670 x 90,mno,16425,24.4094,126,24.0,58,2110.5866,0.7671232876712328
April,28,camp 1,Low,670 x 90,def,120,0.0298,2,0.3794,0,0.0,1.6666666666666667
April,28,camp 1,Low,670 x 90,ghi,25,0.0124,0,0.0,0,0.0,0.0
April,28,camp 1,Low,670 x 90,jkl,1,0.0003,0,0.0,0,0.0,0.0
April,28,camp 1,Low,670 x 90,mno,151,0.038,0,0.0,0,0.0,0.0
April,28,camp 1,Medium,670 x 90,def,621,0.7333,11,2.0871,1,17.5513,1.7713365539452495
April,28,camp 1,Medium,670 x 90,ghi,780,0.5903,5,0.9487,0,0.0,0.641025641025641
April,28,camp 1,Medium,670 x 90,jkl,31,0.02,2,0.3794,0,0.0,6.451612903225806
April,28,camp 1,Medium,670 x 90,mno,1704,1.5554,7,1.3282,1,70.4762,0.41079812206572774
April,28,camp 1,High,728 x 90,abc,42,0.0665,0,0.0,0,0.0,0.0
April,28,camp 1,High,728 x 90,def,75622,81.6476,416,79.0,95,4744.5628,0.550104466954061
April,28,camp 1,High,728 x 90,ghi,204332,269.9894,2439,462.0,1082,48223.3338,1.1936456355343266
April,28,camp 1,High,728 x 90,jkl,27208,11.1808,186,35.0,63,2546.3891,0.683622463981182
April,28,camp 1,High,728 x 90,mno,262451,287.0547,1246,236.0,571,27405.4769,0.47475528765369535
April,28,camp 1,High,728 x 90,,20,0.0182,0,0.0,0,0.0,0.0
April,28,camp 1,Low,728 x 90,def,884,0.1959,4,0.7589,0,0.0,0.4524886877828055
April,28,camp 1,Low,728 x 90,ghi,300,0.3678,3,0.5692,1,50.8242,1.0
April,28,camp 1,Low,728 x 90,jkl,137,0.0527,2,0.3794,0,0.0,1.4598540145985401
April,28,camp 1,Low,728 x 90,mno,2916,0.5785,14,2.6564,1,5.5703,0.48010973936899864
April,28,camp 1,Medium,728 x 90,abc,5,0.0075,0,0.0,0,0.0,0.0
April,28,camp 1,Medium,728 x 90,def,9101,5.3025,35,6.641,0,0.0,0.3845731238325459
April,28,camp 1,Medium,728 x 90,ghi,8818,11.1069,154,29.2225,22,1820.9497,1.7464277613971422
April,28,camp 1,Medium,728 x 90,jkl,2461,0.987,18,3.4153,0,0.0,0.731409995936611
April,28,camp 1,Medium,728 x 90,mno,30062,16.8081,154,29.2239,15,1084.4039,0.5122746324263189
April,28,camp 1,Medium,728 x 90,,1,0.0008,0,0.0,0,0.0,0.0
April,28,camp 1,High,800 x 250,mno,28,0.0131,0,0.0,0,0.0,0.0
April,28,camp 1,Medium,800 x 250,mno,1,0.0001,0,0.0,0,0.0,0.0
April,28,camp 2,Low,160 x 600,def,6290,0.4938,19,0.7725,0,0.0,0.302066772655008
April,28,camp 2,Low,160 x 600,ghi,142,0.1753,1,0.0406,0,0.0,0.7042253521126761
April,28,camp 2,Low,160 x 600,mno,22571,2.5393,156,6.3431,2,69.9102,0.6911523636524745
April,28,camp 2,Medium,160 x 600,abc,2,0.0025,0,0.0,0,0.0,0.0
April,28,camp 2,Medium,160 x 600,def,22733,4.3746,339,13.784,6,1225.4896,1.4912242114987022
April,28,camp 2,Medium,160 x 600,ghi,2523,3.4838,93,3.7813,5,834.6966,3.686087990487515
April,28,camp 2,Medium,160 x 600,mno,102486,27.4249,2172,88.3154,30,1733.6453,2.119313857502488
April,28,camp 2,Medium,160 x 600,,2,0.0013,0,0.0,0,0.0,0.0
April,28,camp 2,Low,240 x 400,def,10958,1.3183,59,2.3989,0,0.0,0.5384194196021171
April,28,camp 2,Low,240 x 400,ghi,16434,13.6715,401,16.3048,10,390.5303,2.4400632834367775
April,28,camp 2,Low,240 x 400,jkl,1561,0.8463,22,0.8945,0,0.0,1.4093529788597052
April,28,camp 2,Low,240 x 400,mno,17792,2.222,119,4.8386,1,48.6572,0.668839928057554
April,28,camp 2,Medium,240 x 400,def,55188,11.1939,1012,41.1484,6,552.8476,1.833731970718272
April,28,camp 2,Medium,240 x 400,ghi,141205,126.0032,9259,376.4801,131,12102.9478,6.557133245989872
April,28,camp 2,Medium,240 x 400,jkl,15323,8.3168,657,26.7152,17,929.3008,4.287672126868107
April,28,camp 2,Medium,240 x 400,mno,96474,37.52,1719,69.8952,33,2798.9282,1.7818272280614464
April,28,camp 2,Low,300 x 250,abc,1,0.001,0,0.0,0,0.0,0.0
April,28,camp 2,Low,300 x 250,def,6715,0.949,65,2.643,0,0.0,0.967982129560685
April,28,camp 2,Low,300 x 250,ghi,2921,1.8908,93,3.7814,2,96.2716,3.1838411502909962
April,28,camp 2,Low,300 x 250,jkl,51,0.0307,0,0.0,0,0.0,0.0
April,28,camp 2,Low,300 x 250,mno,24871,2.0082,126,5.123,3,168.3705,0.5066141289051506
April,28,camp 2,Medium,300 x 250,abc,2,0.004,0,0.0,0,0.0,0.0
April,28,camp 2,Medium,300 x 250,def,27767,9.4451,466,18.9487,10,2626.1621,1.6782511614506428
April,28,camp 2,Medium,300 x 250,ghi,18867,12.5057,1355,55.099,11,995.0225,7.181851910743626
April,28,camp 2,Medium,300 x 250,jkl,1485,0.9242,19,0.7725,0,0.0,1.2794612794612794
April,28,camp 2,Medium,300 x 250,mno,106764,27.3247,1409,57.3026,35,3889.8187,1.3197332434153835
April,28,camp 2,Low,468 x 60,def,95,0.0075,0,0.0,0,0.0,0.0
April,28,camp 2,Low,468 x 60,ghi,3,0.0012,0,0.0,0,0.0,0.0
April,28,camp 2,Low,468 x 60,mno,279,0.0094,0,0.0,0,0.0,0.0
April,28,camp 2,Medium,468 x 60,def,586,0.1218,8,0.3252,0,0.0,1.3651877133105803
April,28,camp 2,Medium,468 x 60,ghi,139,0.0565,1,0.0406,0,0.0,0.7194244604316548
April,28,camp 2,Medium,468 x 60,mno,1385,0.139,1,0.0406,0,0.0,0.07220216606498195
April,28,camp 2,Low,580 x 400,mno,7108,1.4932,123,5.0012,1,52.5876,1.730444569499156
April,28,camp 2,Medium,580 x 400,mno,33290,17.2636,1231,50.0545,39,3874.6408,3.697807149294082
April,28,camp 2,Low,670 x 90,def,1566,0.1447,3,0.1219,0,0.0,0.19157088122605362
April,28,camp 2,Low,670 x 90,ghi,237,0.193,4,0.1626,0,0.0,1.6877637130801686
April,28,camp 2,Low,670 x 90,jkl,10,0.0063,0,0.0,0,0.0,0.0
April,28,camp 2,Low,670 x 90,mno,2530,0.1744,6,0.2439,0,0.0,0.23715415019762848
April,28,camp 2,Medium,670 x 90,def,4785,1.3763,85,3.4564,1,115.0671,1.7763845350052248
April,28,camp 2,Medium,670 x 90,ghi,4213,3.2836,149,6.0583,0,0.0,3.5366722050795154
April,28,camp 2,Medium,670 x 90,jkl,316,0.2218,16,0.6505,0,0.0,5.063291139240507
April,28,camp 2,Medium,670 x 90,mno,11389,2.2755,191,7.7662,0,0.0,1.6770568092018614
April,28,camp 2,Low,728 x 90,def,11057,1.6448,62,2.521,0,0.0,0.5607307587953333
April,28,camp 2,Low,728 x 90,ghi,3102,3.2514,45,1.8298,0,0.0,1.4506769825918762
April,28,camp 2,Low,728 x 90,jkl,749,0.2837,9,0.3659,0,0.0,1.2016021361815754
April,28,camp 2,Low,728 x 90,mno,29899,1.9102,133,5.4079,0,0.0,0.44483093080036124
April,28,camp 2,Low,728 x 90,,4,0.0032,0,0.0,0,0.0,0.0
April,28,camp 2,Medium,728 x 90,abc,4,0.0061,0,0.0,0,0.0,0.0
April,28,camp 2,Medium,728 x 90,def,63059,17.3983,881,35.8211,14,1406.7553,1.3971042991484166
April,28,camp 2,Medium,728 x 90,ghi,46127,52.789,1752,71.2383,41,5179.9188,3.798209291738028
April,28,camp 2,Medium,728 x 90,jkl,8520,3.3958,146,5.9365,8,373.9086,1.7136150234741785
April,28,camp 2,Medium,728 x 90,mno,142124,29.1074,1914,77.8242,21,3120.6825,1.3467113225071066
April,28,camp 2,Medium,728 x 90,,9,0.0072,0,0.0,0,0.0,0.0
April,28,camp 2,Low,800 x 250,mno,3,0.0011,0,0.0,0,0.0,0.0
April,28,camp 2,Medium,800 x 250,mno,5,0.0004,0,0.0,0,0.0,0.0
April,28,camp 3,High,160 x 600,def,2602,0.4102,2,0.1084,1,326.2915,0.07686395080707148
April,28,camp 3,High,160 x 600,ghi,45,0.0455,0,0.0,0,0.0,0.0
April,28,camp 3,High,160 x 600,mno,16005,3.479,28,1.5179,6,156.9452,0.17494532958450484
April,28,camp 3,Low,160 x 600,abc,1,0.0007,0,0.0,0,0.0,0.0
April,28,camp 3,Low,160 x 600,def,7962,0.3213,25,1.3553,0,0.0,0.31399145943230344
April,28,camp 3,Low,160 x 600,ghi,43,0.0448,0,0.0,0,0.0,0.0
April,28,camp 3,Low,160 x 600,mno,21223,1.1347,26,1.4095,0,0.0,0.12250859916128728
April,28,camp 3,Medium,160 x 600,def,13673,0.8865,33,1.789,0,0.0,0.2413515687851971
April,28,camp 3,Medium,160 x 600,ghi,51,0.0439,0,0.0,0,0.0,0.0
April,28,camp 3,Medium,160 x 600,mno,55380,5.7363,192,10.4093,0,0.0,0.3466955579631636
April,28,camp 3,High,240 x 400,def,6709,1.1463,16,0.8674,0,0.0,0.2384856163362647
April,28,camp 3,High,240 x 400,ghi,6597,5.8325,72,3.9038,6,681.1467,1.0914051841746248
April,28,camp 3,High,240 x 400,jkl,3291,1.6802,14,0.7589,0,0.0,0.42540261318748096
April,28,camp 3,High,240 x 400,mno,19482,5.8541,47,2.5466,5,920.3503,0.24124833179345037
April,28,camp 3,Low,240 x 400,def,7119,0.5135,23,1.2468,0,0.0,0.32307908414103104
April,28,camp 3,Low,240 x 400,ghi,2364,1.8057,26,1.4097,0,0.0,1.0998307952622675
April,28,camp 3,Low,240 x 400,jkl,147,0.0789,0,0.0,0,0.0,0.0
April,28,camp 3,Low,240 x 400,mno,14547,0.6093,25,1.3553,0,0.0,0.17185674022135147
April,28,camp 3,Medium,240 x 400,def,17405,1.6164,87,4.7164,0,0.0,0.4998563631140477
April,28,camp 3,Medium,240 x 400,ghi,7987,6.1498,131,7.102,2,94.251,1.6401652685614123
April,28,camp 3,Medium,240 x 400,jkl,1377,0.7948,41,2.2229,0,0.0,2.9774872912127814
April,28,camp 3,Medium,240 x 400,mno,39061,3.4875,157,8.5115,0,0.0,0.4019354343206779
April,28,camp 3,High,300 x 250,def,3421,0.935,14,0.7589,1,195.3548,0.40923706518561825
April,28,camp 3,High,300 x 250,ghi,743,0.4604,10,0.5421,2,78.3913,1.3458950201884252
April,28,camp 3,High,300 x 250,jkl,164,0.1036,0,0.0,0,0.0,0.0
April,28,camp 3,High,300 x 250,mno,18501,4.8533,65,3.5238,4,52063.9268,0.35133236041295063
April,28,camp 3,Low,300 x 250,abc,4,0.0068,0,0.0,0,0.0,0.0
April,28,camp 3,Low,300 x 250,def,9510,0.519,57,3.0901,0,0.0,0.5993690851735016
April,28,camp 3,Low,300 x 250,ghi,394,0.2274,7,0.3794,0,0.0,1.7766497461928936
April,28,camp 3,Low,300 x 250,jkl,1,0.0002,0,0.0,0,0.0,0.0
April,28,camp 3,Low,300 x 250,mno,25770,0.7409,52,2.819,0,0.0,0.20178502134264648
April,28,camp 3,Medium,300 x 250,abc,1,0.001,0,0.0,0,0.0,0.0
April,28,camp 3,Medium,300 x 250,def,14979,1.5107,123,6.6683,0,0.0,0.8211496094532346
April,28,camp 3,Medium,300 x 250,ghi,1078,0.6187,19,1.0302,0,0.0,1.7625231910946195
April,28,camp 3,Medium,300 x 250,jkl,38,0.016,0,0.0,0,0.0,0.0
April,28,camp 3,Medium,300 x 250,mno,52910,3.3205,203,11.0067,1,137.7336,0.3836703836703837
April,28,camp 3,High,468 x 60,def,49,0.0109,0,0.0,0,0.0,0.0
April,28,camp 3,High,468 x 60,ghi,4,0.0016,0,0.0,0,0.0,0.0
April,28,camp 3,High,468 x 60,mno,129,0.0088,0,0.0,0,0.0,0.0
April,28,camp 3,Low,468 x 60,def,77,0.0075,1,0.0542,0,0.0,1.2987012987012987
April,28,camp 3,Low,468 x 60,ghi,2,0.0008,0,0.0,0,0.0,0.0
April,28,camp 3,Low,468 x 60,mno,136,0.0015,0,0.0,0,0.0,0.0
April,28,camp 3,Medium,468 x 60,def,153,0.013,1,0.0542,0,0.0,0.6535947712418301
April,28,camp 3,Medium,468 x 60,ghi,7,0.0028,0,0.0,0,0.0,0.0
April,28,camp 3,Medium,468 x 60,mno,464,0.0072,0,0.0,0,0.0,0.0
April,28,camp 3,High,580 x 400,mno,7629,3.5651,41,2.2227,3,122.9539,0.5374229912177219
April,28,camp 3,Low,580 x 400,mno,8691,0.7774,40,2.1686,0,0.0,0.46024623173397766
April,28,camp 3,Medium,580 x 400,mno,21334,3.3202,227,12.307,6,203.7167,1.0640292490859662
April,28,camp 3,High,670 x 90,def,579,0.1489,3,0.1628,0,0.0,0.5181347150259068
April,28,camp 3,High,670 x 90,ghi,85,0.0727,0,0.0,0,0.0,0.0
April,28,camp 3,High,670 x 90,jkl,27,0.0167,0,0.0,0,0.0,0.0
April,28,camp 3,High,670 x 90,mno,1627,0.2788,3,0.1626,0,0.0,0.18438844499078058
April,28,camp 3,Low,670 x 90,def,2964,0.1054,11,0.5965,0,0.0,0.37112010796221323
April,28,camp 3,Low,670 x 90,ghi,24,0.0233,0,0.0,0,0.0,0.0
April,28,camp 3,Low,670 x 90,jkl,1,0.0003,0,0.0,0,0.0,0.0
April,28,camp 3,Low,670 x 90,mno,2565,0.056,3,0.1626,0,0.0,0.11695906432748539
April,28,camp 3,Medium,670 x 90,def,4340,0.2425,20,1.0846,0,0.0,0.4608294930875576
April,28,camp 3,Medium,670 x 90,ghi,62,0.0588,0,0.0,0,0.0,0.0
April,28,camp 3,Medium,670 x 90,jkl,6,0.0044,0,0.0,0,0.0,0.0
April,28,camp 3,Medium,670 x 90,mno,5476,0.2456,25,1.3553,0,0.0,0.4565376186997808
April,28,camp 3,High,728 x 90,abc,5,0.0075,0,0.0,0,0.0,0.0
April,28,camp 3,High,728 x 90,def,6349,1.3289,11,0.5965,1,28.0505,0.17325563080800127
April,28,camp 3,High,728 x 90,ghi,925,0.9757,11,0.5963,0,0.0,1.1891891891891893
April,28,camp 3,High,728 x 90,jkl,1271,0.4291,3,0.1626,0,0.0,0.23603461841070023
April,28,camp 3,High,728 x 90,mno,20721,3.8404,36,1.9516,2,509.2723,0.173736788765021
April,28,camp 3,High,728 x 90,,3,0.009,0,0.0,0,0.0,0.0
April,28,camp 3,Low,728 x 90,abc,2,0.003,0,0.0,0,0.0,0.0
April,28,camp 3,Low,728 x 90,def,4538,0.467,17,0.9216,0,0.0,0.37461436756280303
April,28,camp 3,Low,728 x 90,ghi,286,0.2967,2,0.1084,0,0.0,0.6993006993006993
April,28,camp 3,Low,728 x 90,jkl,79,0.0166,0,0.0,0,0.0,0.0
April,28,camp 3,Low,728 x 90,mno,27650,0.5536,32,1.7349,0,0.0,0.11573236889692587
April,28,camp 3,Low,728 x 90,,2,0.0016,0,0.0,0,0.0,0.0
April,28,camp 3,Medium,728 x 90,abc,4,0.0055,0,0.0,0,0.0,0.0
April,28,camp 3,Medium,728 x 90,def,13941,1.6494,49,2.6564,0,0.0,0.3514812423785955
April,28,camp 3,Medium,728 x 90,ghi,814,0.776,3,0.1626,0,0.0,0.36855036855036855
April,28,camp 3,Medium,728 x 90,jkl,542,0.1391,3,0.1626,0,0.0,0.5535055350553505
April,28,camp 3,Medium,728 x 90,mno,64596,2.6863,148,8.0236,0,0.0,0.2291163539538052
April,28,camp 3,Medium,728 x 90,,5,0.004,0,0.0,0,0.0,0.0
April,28,camp 3,Low,800 x 250,mno,6,0.0002,0,0.0,0,0.0,0.0
April,28,camp 3,Medium,800 x 250,mno,1,0.0009,0,0.0,0,0.0,0.0
April,29,camp 1,High,160 x 600,def,21751,23.7987,172,32.0,53,2511.5558,0.7907682405406649
April,29,camp 1,High,160 x 600,ghi,15201,28.2258,138,26.0,102,3386.8165,0.9078350108545491
April,29,camp 1,High,160 x 600,mno,129747,171.0275,1195,227.0,480,24321.4874,0.9210232221168891
April,29,camp 1,Low,160 x 600,def,598,0.0817,3,0.5712,3,614.5444,0.5016722408026756
April,29,camp 1,Low,160 x 600,ghi,18,0.0229,0,0.0,0,0.0,0.0
April,29,camp 1,Low,160 x 600,mno,2267,0.6296,5,0.9521,1,123.4094,0.22055580061755625
April,29,camp 1,Medium,160 x 600,def,3183,1.3363,6,1.1425,0,0.0,0.1885014137606032
April,29,camp 1,Medium,160 x 600,ghi,547,0.8997,7,1.3329,3,66.3633,1.2797074954296161
April,29,camp 1,Medium,160 x 600,mno,16754,10.0712,105,19.9992,12,579.0934,0.6267160081174645
April,29,camp 1,High,240 x 400,def,46035,41.0783,205,39.0,39,2246.6958,0.44531334853915494
April,29,camp 1,High,240 x 400,ghi,323733,328.8413,8302,1581.0,2643,131786.7482,2.564458983174406
April,29,camp 1,High,240 x 400,jkl,41981,22.6264,404,77.0,124,6697.4824,0.9623401062385364
April,29,camp 1,High,240 x 400,mno,156417,347.5567,1332,253.0,473,25044.3271,0.8515698421527073
April,29,camp 1,Low,240 x 400,def,1121,0.1711,1,0.1904,0,0.0,0.08920606601248886
April,29,camp 1,Low,240 x 400,ghi,913,0.7923,19,3.618,2,167.4249,2.08105147864184
April,29,camp 1,Low,240 x 400,jkl,268,0.1408,0,0.0,0,0.0,0.0
April,29,camp 1,Low,240 x 400,mno,1491,0.4901,9,1.7138,1,5.6311,0.6036217303822937
April,29,camp 1,Medium,240 x 400,def,6484,2.5477,30,5.7135,3,179.2006,0.46267735965453427
April,29,camp 1,Medium,240 x 400,ghi,18476,17.6881,675,128.5395,50,2772.4832,3.6533881792595797
April,29,camp 1,Medium,240 x 400,jkl,3368,1.7733,31,5.9031,10,331.0822,0.9204275534441805
April,29,camp 1,Medium,240 x 400,mno,15801,17.069,131,24.9457,22,2259.3048,0.8290614518068476
April,29,camp 1,High,300 x 250,abc,3,0.0065,0,0.0,0,0.0,0.0
April,29,camp 1,High,300 x 250,def,38325,40.724,195,37.0,117,5474.2729,0.5088062622309198
April,29,camp 1,High,300 x 250,ghi,52082,37.2881,794,151.0,203,6866.6894,1.5245190276871088
April,29,camp 1,High,300 x 250,jkl,8083,4.5626,37,7.0,4,102.9712,0.4577508350859829
April,29,camp 1,High,300 x 250,mno,189367,268.8108,1265,241.0,598,34005.2294,0.6680150184562252
April,29,camp 1,Low,300 x 250,def,415,0.1027,1,0.1904,0,0.0,0.24096385542168677
April,29,camp 1,Low,300 x 250,ghi,186,0.1308,3,0.5712,0,0.0,1.6129032258064515
April,29,camp 1,Low,300 x 250,jkl,49,0.0327,0,0.0,0,0.0,0.0
April,29,camp 1,Low,300 x 250,mno,2370,0.7725,14,2.6659,1,31.9371,0.5907172995780591
April,29,camp 1,Medium,300 x 250,def,3824,2.6838,30,5.7127,5,187.5692,0.7845188284518828
April,29,camp 1,Medium,300 x 250,ghi,2260,1.5285,58,11.0484,1,20.1784,2.566371681415929
April,29,camp 1,Medium,300 x 250,jkl,543,0.3344,4,0.7617,0,0.0,0.7366482504604052
April,29,camp 1,Medium,300 x 250,mno,21146,15.5577,139,26.4729,29,1207.2535,0.6573347205145181
April,29,camp 1,High,468 x 60,def,930,0.5839,0,0.0,0,0.0,0.0
April,29,camp 1,High,468 x 60,ghi,424,0.173,0,0.0,0,0.0,0.0
April,29,camp 1,High,468 x 60,jkl,18,0.0121,0,0.0,0,0.0,0.0
April,29,camp 1,High,468 x 60,mno,3694,1.4613,2,0.0,0,0.0,0.05414185165132648
April,29,camp 1,Low,468 x 60,def,35,0.0101,1,0.1904,0,0.0,2.857142857142857
April,29,camp 1,Low,468 x 60,ghi,1,0.0004,0,0.0,0,0.0,0.0
April,29,camp 1,Low,468 x 60,mno,16,0.0003,0,0.0,0,0.0,0.0
April,29,camp 1,Medium,468 x 60,def,126,0.0561,1,0.1904,0,0.0,0.7936507936507936
April,29,camp 1,Medium,468 x 60,ghi,15,0.0061,0,0.0,0,0.0,0.0
April,29,camp 1,Medium,468 x 60,mno,493,0.0636,2,0.3808,2,58.6919,0.4056795131845842
April,29,camp 1,High,580 x 400,mno,42294,119.6838,628,119.0,367,16023.7695,1.4848441859365396
April,29,camp 1,Low,580 x 400,mno,489,0.2342,4,0.7617,0,0.0,0.81799591002045
April,29,camp 1,Medium,580 x 400,mno,4327,6.1214,63,11.9968,9,351.4985,1.4559741160157151
April,29,camp 1,High,670 x 90,def,5235,11.1616,43,8.0,42,986.4288,0.8213944603629418
April,29,camp 1,High,670 x 90,ghi,18531,14.7901,108,20.0,46,2792.54,0.582807187955318
April,29,camp 1,High,670 x 90,jkl,351,0.2603,10,1.0,4,240.4532,2.849002849002849
April,29,camp 1,High,670 x 90,mno,15185,22.7593,117,22.0,37,1307.0475,0.7704972011853802
April,29,camp 1,Low,670 x 90,def,86,0.0169,1,0.1904,0,0.0,1.1627906976744187
April,29,camp 1,Low,670 x 90,ghi,31,0.0158,0,0.0,0,0.0,0.0
April,29,camp 1,Low,670 x 90,jkl,1,0.0008,0,0.0,0,0.0,0.0
April,29,camp 1,Low,670 x 90,mno,156,0.0506,0,0.0,0,0.0,0.0
April,29,camp 1,Medium,670 x 90,def,576,0.5565,13,2.4755,0,0.0,2.256944444444444
April,29,camp 1,Medium,670 x 90,ghi,579,0.4947,9,1.7145,0,0.0,1.5544041450777202
April,29,camp 1,Medium,670 x 90,jkl,59,0.0437,0,0.0,0,0.0,0.0
April,29,camp 1,Medium,670 x 90,mno,1557,0.9718,10,1.9042,1,1.5506,0.6422607578676942
April,29,camp 1,High,728 x 90,abc,19,0.0281,0,0.0,0,0.0,0.0
April,29,camp 1,High,728 x 90,def,68140,79.5176,332,63.0,95,4033.4666,0.48723216906369243
April,29,camp 1,High,728 x 90,ghi,188353,252.6148,2090,398.0,948,42269.2997,1.1096186415931788
